dataset,nrows,ncols,run,seed,i_5CV_logloss,p_5CV_logloss,i_TST_logloss,p_TST_logloss,i_geo_complexity,p_geo_complexity,i_nfs_complexity,p_nfs_complexity,i_H_total,i_H_active,i_C_inconsistentes,i_k_promedio_activas,p_H_total,p_H_active,p_C_inconsistentes,p_k_promedio_activas,i_best_model,p_best_model,i_d,p_d,i_l,p_l,i_f,p_f,i_tree_nfs,p_tree_nfs,i_tree_used_fs,p_tree_used_fs,i_selected_fs,p_selected_fs
compas.csv,5278,20,12,14808,0.607895,0.607433,0.593932,0.594989,2.168421052631579,2.2315789473684213,4,4.0,2,2,0,3.0,2,2,0,3.0,"MLPClassifier(activation='logistic', alpha=0.8510008058799539,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,4,['sex_1' 'age' 'priors_count' 'c_charge_degree_M'],['sex_1' 'age' 'priors_count' 'race_Caucasian_0'],['sex_1' 'age' 'priors_count' 'c_charge_degree_M'],['sex_1' 'age' 'priors_count' 'race_Caucasian_0']
Long.csv,4477,20,12,14808,0.000435,0.000265,1.5e-05,1.6e-05,1.0421052631578946,2.0842105263157893,2,2.0,1,1,0,1.0,2,2,0,1.5,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,2,2,['x12' 'x18'],['x12' 'x18'],['x12' 'x18'],['x12' 'x18']
twonorm.csv,7400,21,11,13574,0.060688,0.060356,0.06176,0.061489,11.920000000000002,12.870000000000001,20,20.0,8,8,0,15.0,9,9,1,15.0,"MLPClassifier(activation='logistic', alpha=3.1978383795464262,
              hidden_layer_sizes=8, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.6047771844419394,
              hidden_layer_sizes=9, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Titanic.csv,2201,4,13,16042,0.479642,0.479642,0.486884,0.486884,28.0,28.0,3,3.0,14,14,3,2.2142857142857144,14,14,3,2.2142857142857144,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=14,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=14,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,13,16042,0.000201,0.00028,0.005754,0.000596,1.0842105263157895,1.063157894736842,4,3.0,1,1,0,3.0,1,1,0,2.0,"MLPClassifier(activation='logistic', alpha=1.1702313344913832e-05,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,3,['x11' 'x12' 'x17' 'x18'],['x3' 'x12' 'x18'],['x11' 'x12' 'x17' 'x18'],['x3' 'x12' 'x18']
compas.csv,5278,20,13,16042,0.600648,0.60099,0.608164,0.613572,2.2315789473684213,3.28421052631579,4,3.0,2,2,0,3.0,3,3,1,2.3333333333333335,"MLPClassifier(activation='logistic', alpha=0.9652629660179204,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=3,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,4,3,['sex_0' 'age' 'priors_count' 'age_cat_25-45_0'],['sex_1' 'age' 'priors_count'],['sex_0' 'age' 'priors_count' 'age_cat_25-45_0'],['sex_1' 'age' 'priors_count']
twonorm.csv,7400,21,12,14808,0.058093,0.064963,0.065739,0.074981,18.96,23.939999999999998,20,19.0,12,12,0,15.0,14,14,9,14.214285714285714,"MLPClassifier(activation='logistic', alpha=2.6139210657862257,
              hidden_layer_sizes=12, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.3924138694818575,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,19,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19']"
compas.csv,5278,20,14,17276,0.600355,0.599947,0.609607,0.606913,2.5263157894736845,2.336842105263158,8,5.0,2,2,2,6.0,2,2,1,3.5,"MLPClassifier(activation='logistic', alpha=1.7126248343136545,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.1151106748743234,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,8,5,"['sex_0' 'sex_1' 'age' 'juv_misd_count' 'juv_other_count' 'priors_count'
 'age_cat_25-45_1' 'age_cat_Lessthan25_0']",['sex_0' 'age' 'priors_count' 'age_cat_25-45_1' 'race_African-American_0'],"['sex_0' 'sex_1' 'age' 'juv_misd_count' 'juv_other_count' 'priors_count'
 'age_cat_25-45_1' 'age_cat_Lessthan25_0']",['sex_0' 'age' 'priors_count' 'age_cat_25-45_1' 'race_African-American_0']
Titanic.csv,2201,4,14,17276,0.496143,0.496143,0.459431,0.459431,8.0,8.0,3,3.0,4,4,2,2.25,4,4,2,2.25,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=4,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=4,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,14,17276,0.000135,0.000135,0.002121,0.002121,1.063157894736842,1.063157894736842,3,3.0,1,1,0,2.0,1,1,0,2.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['x12' 'x17' 'x18'],['x12' 'x17' 'x18'],['x12' 'x17' 'x18'],['x12' 'x17' 'x18']
twonorm.csv,7400,21,13,16042,0.057967,0.057622,0.066699,0.066494,15.55,22.1,20,20.0,9,9,6,14.88888888888889,13,13,6,15.0,"MLPClassifier(activation='logistic', alpha=2.3323583052691337,
              hidden_layer_sizes=9, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=2.4335797275596756,
              hidden_layer_sizes=13, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Long.csv,4477,20,15,18510,0.000251,0.000251,0.000123,0.000123,1.063157894736842,1.063157894736842,3,3.0,1,1,0,2.0,1,1,0,2.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['x8' 'x12' 'x18'],['x8' 'x12' 'x18'],['x8' 'x12' 'x18'],['x8' 'x12' 'x18']
Titanic.csv,2201,4,15,18510,0.473257,0.473257,0.506197,0.506197,24.0,24.0,3,3.0,12,12,3,2.25,12,12,3,2.25,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=12,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=12,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
compas.csv,5278,20,15,18510,0.595224,0.595987,0.616146,0.617769,2.336842105263158,3.347368421052632,5,4.0,2,2,0,3.5,4,3,1,3.0,"MLPClassifier(activation='logistic', alpha=1.0228724188749052,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.6974339523991224,
              hidden_layer_sizes=4, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,5,4,['sex_1' 'age' 'priors_count' 'age_cat_25-45_1' 'race_Caucasian_1'],['sex_1' 'age' 'priors_count' 'age_cat_Lessthan25_0'],['sex_1' 'age' 'priors_count' 'age_cat_25-45_1' 'race_Caucasian_1'],['sex_1' 'age' 'priors_count' 'age_cat_Lessthan25_0']
twonorm.csv,7400,21,14,17276,0.060074,0.060074,0.077642,0.077642,1.38,1.38,19,19.0,1,1,0,14.0,1,1,0,14.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.0000000000000003e-05,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,19,19,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V19' 'V20']"
Titanic.csv,2201,4,16,19744,0.473503,0.471196,0.511427,0.511127,10.0,16.0,3,3.0,5,5,3,2.2,11,8,3,2.25,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=5,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.07627145920234937,
              hidden_layer_sizes=11, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,16,19744,0.000179,0.000179,0.001254,0.001254,1.063157894736842,1.063157894736842,3,3.0,1,1,0,2.0,1,1,0,2.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['x12' 'x16' 'x18'],['x12' 'x16' 'x18'],['x12' 'x16' 'x18'],['x12' 'x16' 'x18']
twonorm.csv,7400,21,15,18510,0.069948,0.063026,0.06352,0.057269,1.38,18.2,19,20.0,1,1,0,14.0,13,13,0,15.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=4.607820052469577,
              hidden_layer_sizes=13, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,19,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
compas.csv,5278,20,16,19744,0.603839,0.599538,0.611379,0.609711,2.7157894736842105,2.336842105263158,11,5.0,2,2,2,8.0,2,2,0,3.5,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=2,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,11,5,"['sex_0' 'sex_1' 'age' 'juv_misd_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_25-45_1' 'age_cat_Greaterthan45_1' 'age_cat_Lessthan25_0'
 'race_African-American_0' 'race_Caucasian_0']",['sex_1' 'age' 'priors_count' 'race_African-American_1' 'race_Caucasian_0'],"['sex_0' 'sex_1' 'age' 'juv_misd_count' 'priors_count' 'age_cat_25-45_0'
 'age_cat_25-45_1' 'age_cat_Greaterthan45_1' 'age_cat_Lessthan25_0'
 'race_African-American_0' 'race_Caucasian_0']",['sex_1' 'age' 'priors_count' 'race_African-American_1' 'race_Caucasian_0']
compas.csv,5278,20,17,20978,0.602996,0.602906,0.601287,0.599452,2.336842105263158,3.442105263157895,5,4.0,2,2,1,3.5,3,3,1,3.0,"MLPClassifier(activation='logistic', alpha=0.956388431849049,
              hidden_layer_sizes=2, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1.0458258840861963,
              hidden_layer_sizes=3, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,5,4,"['sex_0' 'age' 'priors_count' 'race_African-American_1'
 'c_charge_degree_F']",['sex_0' 'age' 'priors_count' 'race_Caucasian_1'],"['sex_0' 'age' 'priors_count' 'race_African-American_1'
 'c_charge_degree_F']",['sex_0' 'age' 'priors_count' 'race_Caucasian_1']
Titanic.csv,2201,4,17,20978,0.466874,0.466874,0.521315,0.521315,12.0,12.0,3,3.0,6,6,3,2.1666666666666665,6,6,3,2.1666666666666665,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=6,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=6,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
Long.csv,4477,20,17,20978,0.000364,0.000398,0.001624,0.00252,1.1052631578947367,1.0842105263157895,5,4.0,1,1,0,4.0,1,1,0,3.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,5,4,['x1' 'x3' 'x8' 'x12' 'x18'],['x3' 'x11' 'x12' 'x18'],['x1' 'x3' 'x8' 'x12' 'x18'],['x3' 'x11' 'x12' 'x18']
twonorm.csv,7400,21,16,19744,0.059609,0.060036,0.066165,0.066715,1.4,1.4,20,20.0,1,1,0,15.0,1,1,0,15.0,"MLPClassifier(activation='logistic', alpha=0.01244144748264038,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=0.06277366830162749,
              hidden_layer_sizes=1, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
Long.csv,4477,20,18,22212,0.00013,0.00013,0.003821,0.003821,1.1052631578947367,1.1052631578947367,5,5.0,1,1,0,4.0,1,1,0,4.0,"MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=1,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,5,5,['x3' 'x7' 'x12' 'x13' 'x18'],['x3' 'x7' 'x12' 'x13' 'x18'],['x3' 'x7' 'x12' 'x13' 'x18'],['x3' 'x7' 'x12' 'x13' 'x18']
Titanic.csv,2201,4,18,22212,0.490274,0.490277,0.465447,0.465447,10.0,10.0,3,3.0,5,5,3,2.2,5,5,3,2.2,"MLPClassifier(activation='logistic', alpha=1.0000000000000003e-05,
              hidden_layer_sizes=5, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=1e-05, hidden_layer_sizes=5,
              max_iter=500, random_state=12345, solver='lbfgs')",,,,,,,3,3,['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex'],['Class' 'Age' 'Sex']
twonorm.csv,7400,21,17,20978,0.061114,0.060836,0.060707,0.060302,14.3,19.599999999999998,20,20.0,10,10,0,15.0,14,14,0,15.0,"MLPClassifier(activation='logistic', alpha=2.8963440591416685,
              hidden_layer_sizes=10, max_iter=500, random_state=12345,
              solver='lbfgs')","MLPClassifier(activation='logistic', alpha=3.133329511322267,
              hidden_layer_sizes=14, max_iter=500, random_state=12345,
              solver='lbfgs')",,,,,,,20,20,"['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']","['V1' 'V2' 'V3' 'V4' 'V5' 'V6' 'V7' 'V8' 'V9' 'V10' 'V11' 'V12' 'V13'
 'V14' 'V15' 'V16' 'V17' 'V18' 'V19' 'V20']"
